City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Hasaki,JP,2020-10-07 23:26:58,35.73,140.83,59.0,100,75,14.99
305,Okato,NZ,2020-10-07 23:32:48,-39.2,173.88,60.01,66,19,15.99
306,Yantai,CN,2020-10-07 23:32:48,37.53,121.4,63.16,53,0,3.47
307,Auki,SB,2020-10-07 23:32:48,-8.77,160.7,87.66,62,86,2.73
308,Leningradskiy,RU,2020-10-07 23:27:09,69.38,178.42,32.0,98,100,11.07
309,Bahia Blanca,AR,2020-10-07 23:32:48,-38.72,-62.27,50.99,48,2,9.33
310,Usinsk,RU,2020-10-07 23:32:49,65.99,57.53,29.73,95,12,11.48
311,Kang,BW,2020-10-07 23:32:49,-23.68,22.79,61.25,88,15,9.17
312,Bonthe,SL,2020-10-07 23:32:49,7.53,-12.51,77.25,88,100,3.78
313,Sassandra,CI,2020-10-07 23:32:49,4.95,-6.08,75.88,91,100,4.72
314,Sohag,EG,2020-10-07 23:32:49,26.56,31.69,80.6,34,0,2.24
315,Bathsheba,BB,2020-10-07 23:27:39,13.22,-59.52,80.6,83,20,6.93
316,Shakiso,ET,2020-10-07 23:32:49,5.75,38.92,58.44,92,71,2.93
317,Puerto Colombia,CO,2020-10-07 23:32:49,10.99,-74.95,75.2,94,75,4.7
318,Aswan,EG,2020-10-07 23:32:44,24.09,32.91,82.02,27,9,1.59
319,Flin Flon,CA,2020-10-07 23:30:17,54.77,-101.86,44.6,48,20,10.29
320,Babu,CN,2020-10-07 23:32:50,24.42,111.52,60.33,77,39,6.15
321,Chilliwack,CA,2020-10-07 23:32:50,49.17,-121.94,71.01,73,13,1.99
322,Verenchanka,UA,2020-10-07 23:32:50,48.55,25.75,59.0,83,99,4.36
323,Alofi,NU,2020-10-07 23:27:04,-19.06,-169.92,82.4,78,75,12.75
324,Najran,SA,2020-10-07 23:27:14,17.49,44.13,69.8,22,0,1.48
325,San Antonio,US,2020-10-07 23:29:33,29.42,-98.49,88.0,31,1,8.05
326,Bardiyah,LY,2020-10-07 23:32:50,31.76,25.09,72.81,77,33,3.65
327,Salisbury,GB,2020-10-07 23:32:23,51.07,-1.8,57.99,100,100,12.75
328,Mehamn,NO,2020-10-07 23:27:07,71.04,27.85,46.08,85,100,10.98
329,Kieta,PG,2020-10-07 23:27:59,-6.22,155.63,85.68,61,75,2.95
330,Kamenka,RU,2020-10-07 23:32:51,51.32,42.77,46.71,53,96,8.75
331,Kokuy,RU,2020-10-07 23:32:51,52.2,117.55,37.15,76,13,2.3
332,Guerrero Negro,MX,2020-10-07 23:27:59,27.98,-114.06,84.97,41,43,16.8
333,Gizo,SB,2020-10-07 23:32:51,-8.1,156.84,83.57,75,98,9.91
334,Woodward,US,2020-10-07 23:32:51,36.43,-99.39,93.2,18,1,6.93
335,Kununurra,AU,2020-10-07 23:27:40,-15.77,128.73,78.8,88,90,5.82
336,Santa Isabel,BR,2020-10-07 23:28:10,-23.32,-46.22,80.6,65,21,5.3
337,Ichnya,UA,2020-10-07 23:32:52,50.86,32.39,58.06,79,92,12.28
338,Saint-Georges,GD,2020-10-07 23:27:42,12.06,-61.75,82.4,83,20,9.17
339,Alibag,IN,2020-10-07 23:32:52,18.64,72.88,84.2,89,40,4.0
340,Christchurch,NZ,2020-10-07 23:23:53,-43.53,172.63,52.0,53,62,4.7
341,The Pas,CA,2020-10-07 23:32:52,53.83,-101.25,48.2,45,1,14.99
342,Kamogawa,JP,2020-10-07 23:32:52,35.1,140.1,60.8,87,75,17.22
343,Zakamensk,RU,2020-10-07 23:32:52,50.37,103.29,34.84,88,100,3.0
344,Rincon,US,2020-10-07 23:30:58,32.3,-81.24,82.4,65,20,3.36
345,Verkhniye Tatyshly,RU,2020-10-07 23:32:52,56.29,55.86,33.49,90,19,3.83
346,Kirakira,SB,2020-10-07 23:32:53,-10.45,161.92,83.03,77,92,8.79
347,Green Valley,US,2020-10-07 23:32:53,31.85,-110.99,97.0,5,1,8.01
348,Praia Da Vitoria,PT,2020-10-07 23:27:45,38.73,-27.07,70.0,94,75,4.85
349,Svetlaya,RU,2020-10-07 23:32:53,46.54,138.33,51.49,54,0,5.55
350,Northam,GB,2020-10-07 23:27:03,51.03,-4.22,60.01,98,100,11.01
351,Gornopravdinsk,RU,2020-10-07 23:27:30,60.05,69.9,29.08,97,54,6.98
352,Kwekwe,ZW,2020-10-07 23:32:53,-18.93,29.81,64.42,78,87,7.94
353,Bomet,KE,2020-10-07 23:32:53,-0.78,35.34,53.96,76,58,4.63
354,Viedma,AR,2020-10-07 23:32:54,-40.81,-63.0,51.01,58,85,3.51
355,Alamosa,US,2020-10-07 23:32:54,37.47,-105.87,77.0,8,1,8.05
356,Marsabit,KE,2020-10-07 23:32:54,2.33,37.99,65.43,70,60,19.84
357,Baglung,NP,2020-10-07 23:32:54,28.27,83.59,62.76,60,0,4.59
358,Cherdyn,RU,2020-10-07 23:32:54,60.4,56.48,30.63,97,59,3.6
359,Kattivakkam,IN,2020-10-07 23:32:54,13.22,80.32,82.4,88,40,5.82
360,Port-Gentil,GA,2020-10-07 23:27:27,-0.72,8.78,75.2,94,75,4.7
361,Katsuura,JP,2020-10-07 23:27:11,35.13,140.3,60.8,87,75,17.22
362,Aldergrove,CA,2020-10-07 23:32:54,49.06,-122.47,71.01,82,75,10.29
363,Indian Head,US,2020-10-07 23:32:55,38.6,-77.16,77.0,50,1,3.36
364,Yalvac,TR,2020-10-07 23:32:55,38.3,31.18,61.81,59,64,3.91
365,Annau,TM,2020-10-07 23:32:55,37.89,58.52,50.0,46,40,2.24
366,Magadan,RU,2020-10-07 23:32:55,59.57,150.8,42.84,57,8,8.77
367,Jalu,LY,2020-10-07 23:32:55,29.03,21.55,75.24,21,0,2.86
368,Pitimbu,BR,2020-10-07 23:27:47,-7.47,-34.81,75.2,94,20,3.36
369,Teya,RU,2020-10-07 23:32:55,60.38,92.63,25.02,94,81,6.15
370,Diego De Almagro,CL,2020-10-07 23:32:55,-26.37,-70.05,59.31,47,1,0.81
371,Richards Bay,ZA,2020-10-07 23:27:33,-28.78,32.04,66.65,80,1,15.86
372,Dingle,PH,2020-10-07 23:27:10,11.0,122.67,77.86,90,100,1.83
373,Ruyigi,BI,2020-10-07 23:32:56,-3.45,30.32,62.44,64,68,3.44
374,Cozumel,MX,2020-10-07 23:32:56,20.51,-86.95,84.2,89,75,16.11
375,Telemaco Borba,BR,2020-10-07 23:28:29,-24.32,-50.62,75.96,53,29,2.13
376,Carauari,BR,2020-10-07 23:32:56,-4.88,-66.9,79.74,69,9,2.26
377,Termini Imerese,IT,2020-10-07 23:30:13,37.98,13.7,72.0,65,100,7.0
378,Ewa Beach,US,2020-10-07 23:27:52,21.32,-158.01,89.6,58,1,11.41
379,Piacabucu,BR,2020-10-07 23:32:57,-10.41,-36.43,75.49,83,0,10.8
380,Bubaque,GW,2020-10-07 23:27:31,11.28,-15.83,83.14,82,100,9.06
381,Japura,ID,2020-10-07 23:27:41,-0.32,102.35,74.37,96,100,1.05
382,Gunjur,GM,2020-10-07 23:32:57,13.2,-16.73,82.4,88,40,3.36
383,Am Timan,TD,2020-10-07 23:32:57,11.03,20.28,74.03,91,73,7.74
384,Juneau,US,2020-10-07 23:23:54,58.3,-134.42,52.0,76,75,9.17
385,Bilma,NE,2020-10-07 23:27:36,18.69,12.92,86.74,13,0,10.27
386,Clearlake,US,2020-10-07 23:29:27,38.96,-122.63,88.0,9,0,1.01
387,Genhe,CN,2020-10-07 23:32:58,50.78,121.52,36.3,76,73,0.89
388,Ixtapa,MX,2020-10-07 23:32:58,20.7,-105.2,87.01,74,40,6.93
389,Veraval,IN,2020-10-07 23:32:58,20.9,70.37,80.04,76,27,11.14
390,Hue,VN,2020-10-07 23:32:58,16.47,107.6,75.2,100,75,10.29
391,Sao Felix Do Xingu,BR,2020-10-07 23:32:58,-6.64,-51.99,79.2,59,97,1.57
392,Novyy Urengoy,RU,2020-10-07 23:32:58,66.08,76.63,34.66,96,100,16.93
393,Alyangula,AU,2020-10-07 23:27:33,-13.85,136.42,84.2,70,78,5.82
394,Nhulunbuy,AU,2020-10-07 23:32:58,-12.23,136.77,84.2,54,83,10.29
395,Houma,US,2020-10-07 23:32:58,29.6,-90.72,84.2,70,1,6.93
396,Conceicao Da Barra,BR,2020-10-07 23:32:59,-18.59,-39.73,76.51,84,22,6.85
397,Hazorasp,UZ,2020-10-07 23:32:59,41.32,61.07,37.4,51,0,4.7
398,Sauda,NO,2020-10-07 23:32:59,59.65,6.35,53.01,88,86,3.0
399,Guaraciaba Do Norte,BR,2020-10-07 23:32:59,-4.17,-40.75,70.09,72,100,5.41
400,Uvalde,US,2020-10-07 23:30:05,29.37,-99.77,89.01,33,1,5.82
401,Casma,CL,2020-10-07 23:32:59,-41.01,-73.12,51.8,66,90,9.17
402,Shangzhi,CN,2020-10-07 23:32:59,45.22,127.97,47.08,67,0,4.32
403,Aklavik,CA,2020-10-07 23:26:28,68.22,-135.01,33.8,88,75,4.7
404,Lovington,US,2020-10-07 23:33:00,32.94,-103.35,86.0,8,5,11.41
405,Kayes,ML,2020-10-07 23:33:00,14.0,-11.0,81.23,70,13,3.78
406,Caravelas,BR,2020-10-07 23:33:00,-17.71,-39.25,76.1,83,0,9.84
407,Pontianak,ID,2020-10-07 23:29:23,-0.03,109.33,76.53,91,97,2.44
408,Kalety,PL,2020-10-07 23:33:00,50.56,18.89,50.0,100,100,3.36
409,Mozarlandia,BR,2020-10-07 23:33:01,-14.74,-50.57,88.11,21,0,5.14
410,Smithers,CA,2020-10-07 23:31:28,54.78,-127.17,42.8,87,90,3.36
411,Mandalgarh,IN,2020-10-07 23:33:01,25.2,75.1,73.54,40,1,3.62
412,Ojinaga,MX,2020-10-07 23:33:01,29.57,-104.42,91.4,15,1,4.7
413,Fukue,JP,2020-10-07 23:27:04,32.69,128.84,69.8,64,40,26.4
414,Sao Filipe,CV,2020-10-07 23:27:10,14.9,-24.5,79.99,79,37,6.2
415,Elizabeth City,US,2020-10-07 23:27:35,36.29,-76.25,73.4,64,1,10.29
416,Eyl,SO,2020-10-07 23:33:01,7.98,49.82,80.29,78,62,11.59
417,Grindavik,IS,2020-10-07 23:33:02,63.84,-22.43,39.2,93,75,5.82
418,Bermejillo,MX,2020-10-07 23:33:02,25.88,-103.62,87.8,12,5,1.3
419,Lavrentiya,RU,2020-10-07 23:27:15,65.58,-171.0,39.69,92,100,32.79
420,Altamira,BR,2020-10-07 23:33:02,-3.2,-52.21,83.48,51,92,2.84
421,Lahat,ID,2020-10-07 23:33:02,-3.8,103.53,75.45,88,100,1.21
422,Ranong,TH,2020-10-07 23:33:02,9.97,98.63,73.4,100,40,6.96
423,Mayumba,GA,2020-10-07 23:33:03,-3.43,10.66,76.28,84,77,7.25
424,Dongying,CN,2020-10-07 23:33:03,37.46,118.49,62.74,52,1,3.53
425,Kampot,KH,2020-10-07 23:33:03,10.62,104.18,75.2,94,40,1.12
426,Cabedelo,BR,2020-10-07 23:27:56,-6.98,-34.83,75.2,94,20,3.36
427,Saint-Leu,RE,2020-10-07 23:33:03,-21.15,55.28,70.0,77,0,4.7
428,Illintsi,UA,2020-10-07 23:33:03,49.1,29.22,58.73,91,99,4.59
429,Biu,NG,2020-10-07 23:33:03,10.61,12.19,68.34,98,17,5.99
430,Clarence Town,AU,2020-10-07 23:33:03,-32.58,151.78,78.01,64,59,9.17
431,Kantunilkin,MX,2020-10-07 23:32:47,21.09,-87.45,80.6,83,75,9.17
432,Ulaanbaatar,MN,2020-10-07 23:24:38,47.91,106.88,42.8,48,75,26.84
433,Kiama,AU,2020-10-07 23:33:04,-34.68,150.87,66.99,86,38,7.0
434,Mumford,GH,2020-10-07 23:33:04,5.26,-0.76,76.96,90,84,14.03
435,Barentu,ER,2020-10-07 23:33:04,15.11,37.59,73.53,41,0,1.52
436,Bentiu,SS,2020-10-07 23:33:04,9.23,29.83,75.13,85,75,1.54
437,Skibbereen,IE,2020-10-07 23:33:04,51.55,-9.27,57.2,100,90,20.8
438,Durban,ZA,2020-10-07 23:27:49,-29.86,31.03,66.0,82,0,10.29
439,Vangaindrano,MG,2020-10-07 23:33:04,-23.35,47.6,63.9,91,95,6.04
440,Tolaga Bay,NZ,2020-10-07 23:33:04,-38.37,178.3,51.66,81,98,13.89
441,Vieques,PR,2020-10-07 23:32:17,18.43,-65.83,84.2,70,40,5.82
442,Taoudenni,ML,2020-10-07 23:26:59,22.68,-3.98,92.61,14,39,17.36
443,Burnie,AU,2020-10-07 23:33:05,-41.07,145.92,51.01,87,100,24.0
444,Cacu,BR,2020-10-07 23:33:05,-18.56,-51.13,86.43,19,7,4.32
445,Constitucion,CL,2020-10-07 23:27:57,-35.33,-72.42,51.85,74,0,16.15
446,Nsanje,MW,2020-10-07 23:33:05,-16.92,35.26,66.72,83,0,3.56
447,Raton,US,2020-10-07 23:29:51,36.9,-104.44,84.2,5,1,9.17
448,Touros,BR,2020-10-07 23:27:16,-5.2,-35.46,77.0,83,0,5.82
449,Sterlibashevo,RU,2020-10-07 23:33:05,53.44,55.26,41.99,83,82,6.15
450,Teguise,ES,2020-10-07 23:33:05,29.06,-13.56,73.4,78,20,9.17
451,Kasongo,CD,2020-10-07 23:33:05,-4.45,26.67,65.16,97,97,1.81
452,Codrington,AU,2020-10-07 23:27:32,-38.27,141.97,52.09,93,99,14.79
453,Capiibary,PY,2020-10-07 23:33:06,-24.8,-56.03,71.94,85,36,4.99
454,Vestmanna,FO,2020-10-07 23:33:06,62.16,-7.17,46.4,87,97,17.22
455,Ust-Kuyga,RU,2020-10-07 23:33:06,70.02,135.6,23.79,91,96,4.74
456,Serebryansk,KZ,2020-10-07 23:33:06,49.69,83.29,37.4,86,90,13.42
457,Potiskum,NG,2020-10-07 23:33:06,11.71,11.07,74.34,82,66,8.3
458,Loei,TH,2020-10-07 23:33:07,17.42,101.5,73.4,100,75,3.36
459,Olga,RU,2020-10-07 23:33:07,43.74,135.29,54.68,53,0,1.45
460,Manono,CD,2020-10-07 23:33:07,-7.3,27.42,70.12,84,78,2.08
461,Naze,JP,2020-10-07 23:27:26,28.37,129.48,75.2,83,75,35.57
462,Virginia Beach,US,2020-10-07 23:29:34,36.85,-75.98,75.99,50,1,8.05
463,Puerto Baquerizo Moreno,EC,2020-10-07 23:33:07,-0.9,-89.6,66.45,87,75,14.12
464,Manado,ID,2020-10-07 23:33:07,1.49,124.85,77.0,94,20,2.24
465,Kochki,RU,2020-10-07 23:33:07,54.34,80.48,27.46,96,49,6.69
466,San Quintin,MX,2020-10-07 23:27:42,30.48,-115.95,77.16,59,0,13.22
467,Khandbari,NP,2020-10-07 23:33:08,27.37,87.2,66.47,63,91,2.24
468,Coihaique,CL,2020-10-07 23:33:08,-45.58,-72.07,48.2,66,75,4.7
469,Riachao Das Neves,BR,2020-10-07 23:33:08,-11.75,-44.91,79.21,24,0,2.8
470,Camamu,BR,2020-10-07 23:33:08,-13.94,-39.1,72.41,92,2,5.26
471,Linguere,SN,2020-10-07 23:33:08,15.4,-15.12,89.08,45,64,6.31
472,Birigui,BR,2020-10-07 23:33:08,-21.29,-50.34,89.85,19,66,2.21
473,Xicotencatl,MX,2020-10-07 23:33:08,23.02,-98.88,91.99,33,0,7.0
474,Naustdal,NO,2020-10-07 23:33:08,61.51,5.72,53.6,81,28,6.93
475,San Angelo,US,2020-10-07 23:32:04,31.46,-100.44,87.8,25,1,6.93
476,San Policarpo,PH,2020-10-07 23:27:50,12.18,125.51,78.76,88,100,3.78
477,Mandera,KE,2020-10-07 23:33:09,3.94,41.87,80.26,66,36,18.81
478,Kidal,ML,2020-10-07 23:27:09,18.44,1.41,91.85,12,28,11.99
479,Gat,IL,2020-10-07 23:27:52,31.61,34.76,72.0,52,0,3.0
480,Mugur-Aksy,RU,2020-10-07 23:33:09,50.35,90.5,27.5,79,98,3.0
481,Alexandria,EG,2020-10-07 23:27:03,31.22,29.96,77.0,83,34,3.36
482,Jefferson City,US,2020-10-07 23:28:29,38.58,-92.17,84.2,48,1,4.7
483,Tabas,IR,2020-10-07 23:33:09,33.6,56.92,68.0,22,12,2.24
484,Clyde River,CA,2020-10-07 23:26:24,70.47,-68.59,30.2,86,90,11.41
485,Guilin,CN,2020-10-07 23:33:10,25.28,110.29,59.0,82,90,6.71
486,Waddan,LY,2020-10-07 23:33:10,29.16,16.14,71.2,88,0,6.82
487,Pochutla,MX,2020-10-07 23:27:29,15.74,-96.47,82.4,74,40,9.17
488,Buraydah,SA,2020-10-07 23:33:10,26.33,43.98,73.4,31,0,2.24
489,Khandyga,RU,2020-10-07 23:33:10,62.67,135.6,36.36,90,100,6.06
490,Vestmannaeyjar,IS,2020-10-07 23:27:19,63.44,-20.27,43.03,75,0,7.18
491,Masuguru,TZ,2020-10-07 23:33:10,-11.37,38.42,74.84,80,22,4.63
492,Gweta,BW,2020-10-07 23:33:10,-20.18,25.23,72.18,63,10,10.29
493,Roros,NO,2020-10-07 23:33:11,62.57,11.38,35.6,100,70,3.36
494,Tual,ID,2020-10-07 23:33:11,-5.67,132.75,80.96,82,65,13.73
495,Maarianhamina,AX,2020-10-07 23:33:11,60.1,19.93,55.4,93,90,6.93
496,Banjarmasin,ID,2020-10-07 23:33:11,-3.32,114.59,77.0,88,40,2.24
497,Methoni,GR,2020-10-07 23:33:11,36.82,21.7,73.99,83,40,4.7
498,Aksu,CN,2020-10-07 23:27:44,41.12,80.26,51.12,38,9,4.63
499,Teknaf,BD,2020-10-07 23:33:11,20.86,92.31,77.72,88,17,3.44
500,Fairbanks,US,2020-10-07 23:22:49,64.84,-147.72,48.2,61,20,9.17
501,Aykhal,RU,2020-10-07 23:33:11,66.0,111.5,24.8,100,90,6.71
502,Nizwa,OM,2020-10-07 23:27:22,22.93,57.53,72.97,37,0,0.38
503,Berberati,CF,2020-10-07 23:33:12,4.26,15.79,67.91,99,100,3.0
504,Berlevag,NO,2020-10-07 23:27:23,70.86,29.09,47.01,85,100,10.09
505,Cayenne,GF,2020-10-07 23:27:20,4.93,-52.33,78.8,94,100,9.26
506,Nombre De Dios,MX,2020-10-07 23:33:12,23.85,-104.23,78.8,11,5,6.93
507,Wadi Musa,JO,2020-10-07 23:33:12,30.32,35.48,64.45,27,0,5.32
508,Edendale,ZA,2020-10-07 23:33:12,-29.65,30.31,59.0,95,0,4.0
509,Almaznyy,RU,2020-10-07 23:33:12,48.04,40.05,53.6,54,0,15.66
510,Vetapalem,IN,2020-10-07 23:33:13,15.78,80.32,77.22,87,86,7.45
511,Bakreswar,IN,2020-10-07 23:33:13,23.88,87.37,76.32,93,51,2.37
512,Cap Malheureux,MU,2020-10-07 23:33:13,-19.98,57.61,73.0,83,12,3.0
513,Kimbe,PG,2020-10-07 23:33:13,-5.55,150.14,88.68,60,100,1.36
514,Calama,CL,2020-10-07 23:33:13,-22.47,-68.93,69.8,16,0,18.34
515,Chivay,PE,2020-10-07 23:33:13,-15.64,-71.6,46.2,70,95,3.8
516,Basco,PH,2020-10-07 23:27:44,20.45,121.97,80.76,77,59,27.0
517,Plouzane,FR,2020-10-07 23:33:13,48.38,-4.62,59.0,100,90,20.8
518,Kanel,SN,2020-10-07 23:33:14,15.49,-13.18,89.6,70,77,2.24
519,San Ignacio,BZ,2020-10-07 23:33:14,17.16,-89.07,82.4,74,75,6.93
520,Sembakung,ID,2020-10-07 23:27:23,3.82,117.25,75.65,96,100,1.63
521,Herat,AF,2020-10-07 23:29:30,34.5,62.0,47.43,36,0,12.66
522,Batagay,RU,2020-10-07 23:27:55,67.63,134.63,30.42,88,100,5.55
523,Bereda,ES,2020-10-07 23:33:14,43.27,-7.54,57.99,98,56,0.38
524,Itapolis,BR,2020-10-07 23:33:14,-21.6,-48.81,84.67,23,33,6.31
525,Narasannapeta,IN,2020-10-07 23:33:14,18.42,84.05,77.54,91,26,3.94
526,Bose,IT,2020-10-07 23:33:15,45.46,8.01,55.0,47,96,3.0
527,Brae,GB,2020-10-07 23:27:03,60.4,-1.35,51.8,87,20,9.17
528,Maragogi,BR,2020-10-07 23:33:15,-9.01,-35.22,75.29,88,4,7.43
529,Sambava,MG,2020-10-07 23:33:15,-14.27,50.17,74.91,87,90,4.56
530,Asau,RO,2020-10-07 23:27:26,46.43,26.4,53.01,98,100,1.48
531,Mao,ES,2020-10-07 23:33:15,39.89,4.27,68.0,64,19,10.29
532,Silale,LT,2020-10-07 23:33:15,55.49,22.18,49.03,95,28,4.61
533,Saint-Joseph,RE,2020-10-07 23:27:09,-21.37,55.62,69.8,77,1,4.7
534,Barabai,ID,2020-10-07 23:33:15,-2.58,115.38,81.97,70,100,0.54
535,Pacific Grove,US,2020-10-07 23:27:32,36.62,-121.92,62.01,77,90,8.05
536,Henties Bay,NA,2020-10-07 23:33:16,-22.12,14.28,55.99,92,98,7.63
537,Coahuayana,MX,2020-10-07 23:33:16,18.73,-103.68,82.4,65,40,8.05
538,Roblin,CA,2020-10-07 23:30:17,51.23,-101.36,47.44,62,15,8.46
539,Muros,ES,2020-10-07 23:33:16,42.78,-9.06,55.99,94,81,5.77
540,Chokurdakh,RU,2020-10-07 23:27:27,70.63,147.92,28.58,97,91,14.09
541,Yaroslavl,RU,2020-10-07 23:33:16,57.63,39.87,59.0,44,100,6.71
542,Ratnagiri,IN,2020-10-07 23:33:16,16.98,73.3,76.3,89,82,4.85
543,Ulagan,RU,2020-10-07 23:33:17,50.63,87.96,28.83,91,100,0.89
544,Correntina,BR,2020-10-07 23:33:17,-13.34,-44.64,80.85,23,13,2.93
545,Mabaruma,GY,2020-10-07 23:33:17,8.2,-59.78,76.37,91,7,3.4
546,Tarakan,ID,2020-10-07 23:33:17,3.3,117.63,79.38,83,100,5.28
547,Camana,PE,2020-10-07 23:33:17,-16.62,-72.71,61.79,76,9,7.34
548,Doume,CM,2020-10-07 23:33:17,4.23,13.45,67.69,96,65,1.9
549,Worksop,GB,2020-10-07 23:33:17,53.3,-1.12,51.01,93,75,4.7
550,Key Largo,US,2020-10-07 23:29:30,25.09,-80.45,84.0,1,90,10.0
551,Lucapa,AO,2020-10-07 23:33:17,-8.42,20.74,66.94,96,72,2.13
552,Nchelenge,ZM,2020-10-07 23:33:18,-9.35,28.73,76.08,60,100,5.5
553,Taksimo,RU,2020-10-07 23:33:18,56.34,114.88,34.36,84,9,0.98
554,Svetlogorsk,BY,2020-10-07 23:27:35,52.63,29.73,55.02,98,100,3.18
555,Nouadhibou,MR,2020-10-07 23:27:36,20.93,-17.03,75.2,78,0,17.22
556,Matara,LK,2020-10-07 23:33:18,5.95,80.54,78.51,83,98,10.47
557,Zyryanka,RU,2020-10-07 23:33:18,65.75,150.85,32.95,84,27,2.82
